Date,Close,Open,High,Low,Volume
2024-03-22 17:45:00,53.462275000000005,53.529925,53.5888,53.314,4998.185
2024-03-22 18:00:00,53.529925,53.370225,53.8584,53.3166,5261.56
2024-03-22 18:15:00,53.370225,53.62325,53.62325,53.2001,3269.046
2024-03-22 18:30:00,53.62325,53.758175,54.0433,53.2763,7657.531
2024-03-22 18:45:00,53.758175,53.469025,53.9982,53.469025,5180.065
2024-03-22 19:00:00,53.469025,53.3386,53.7355,53.2295,4203.044
2024-03-22 19:15:00,53.3386,53.47765,53.54,53.2481,5834.38
2024-03-22 19:30:00,53.47765,53.7933,53.8167,53.2034,2396.694
2024-03-22 19:45:00,53.7933,53.5583,54.1411,53.5563,8077.577
2024-03-22 20:00:00,53.5583,53.230775,53.9238,53.2128,7322.464
2024-03-22 20:15:00,53.230775,53.124975000000006,53.4698,53.0409,9469.077
2024-03-22 20:30:00,53.124975000000006,53.017775,53.3176,52.9849,5885.382
2024-03-22 20:45:00,53.017775,52.774550000000005,53.1772,52.774550000000005,5520.533
2024-03-22 21:00:00,52.774550000000005,52.4063,53.0296,52.4063,5648.114
2024-03-22 21:15:00,52.4063,52.17145,52.6753,52.17145,9199.983
2024-03-22 21:30:00,52.17145,52.378175,52.378175,51.8426,4655.707
2024-03-22 21:45:00,52.378175,52.17505,52.6355,52.17505,2567.015
2024-03-22 22:00:00,52.17505,51.988775,52.367,51.8642,2449.382
2024-03-22 22:15:00,51.988775,52.20005,52.20005,51.6343,5848.596
2024-03-22 22:30:00,52.20005,52.23055,52.3893,52.0385,2487.198
2024-03-22 22:45:00,52.23055,52.2963,52.4773,51.9817,3135.427
2024-03-22 23:00:00,52.2963,52.6077,52.6077,52.1041,3351.943
2024-03-22 23:15:00,52.6077,52.97465,52.97465,52.3137,12103.556
2024-03-22 23:30:00,52.97465,53.271550000000005,53.271550000000005,52.7282,5279.098
2024-03-22 23:45:00,53.271550000000005,53.25905,53.552,52.9656,5765.451
2024-03-23 00:00:00,53.25905,53.0518,53.4697,52.9433,11787.599
2024-03-23 00:15:00,53.0518,52.999,53.2247,52.866,3149.667
2024-03-23 00:30:00,52.999,52.9252,53.1071,52.8839,5521.148
2024-03-23 00:45:00,52.9252,53.1031,53.1031,52.7776,2666.109
2024-03-23 01:00:00,53.1031,53.48545,53.48545,52.8112,2492.331
2024-03-23 01:15:00,53.48545,53.751875,53.751875,53.146,4386.849
2024-03-23 01:30:00,53.751875,54.0787,54.0787,53.4508,6644.55
2024-03-23 01:45:00,54.0787,54.2027,54.3007,53.9164,5488.011
2024-03-23 02:00:00,54.2027,54.05995,54.4778,53.9326,9029.775
2024-03-23 02:15:00,54.05995,53.86612500000001,54.2191,53.8439,6243.873
2024-03-23 02:30:00,53.86612500000001,53.948675,54.0092,53.7488,3865.259
2024-03-23 02:45:00,53.948675,53.994125,54.286,53.6111,3978.925
2024-03-23 03:00:00,53.994125,53.477225,54.201,53.477225,3736.103
2024-03-23 03:15:00,53.477225,53.02632500000001,53.9346,52.9952,12479.64
2024-03-23 03:30:00,53.02632500000001,53.300175,53.300175,52.6082,5116.353
2024-03-23 03:45:00,53.300175,53.28765,53.5714,53.089,4161.352
2024-03-23 04:00:00,53.28765,53.117325,53.5087,53.117325,4013.14
2024-03-23 04:15:00,53.117325,53.097475,53.4483,52.8011,5167.715
2024-03-23 04:30:00,53.097475,52.97995,53.2795,52.9685,5077.211
2024-03-23 04:45:00,52.97995,52.86545,53.1039,52.7919,3088.413
2024-03-23 05:00:00,52.86545,52.96495,53.1,52.6399,2194.955
2024-03-23 05:15:00,52.96495,53.034575,53.2166,52.8,2828.917
2024-03-23 05:30:00,53.034575,53.136125,53.2127,52.7765,1596.017
2024-03-23 05:45:00,53.136125,53.09865,53.2615,53.0126,5451.457
2024-03-23 06:00:00,53.09865,53.358,53.358,52.9091,3486.112
2024-03-23 06:15:00,53.358,53.747525,53.747525,53.0456,4074.494
2024-03-23 06:30:00,53.747525,53.813,53.9656,53.4575,12235.415
2024-03-23 06:45:00,53.813,53.946275,54.0,53.6,17083.619
2024-03-23 07:00:00,53.946275,54.5793,54.5793,53.6643,11440.061
2024-03-23 07:15:00,54.5793,54.9729,55.2062,54.124,17336.991
2024-03-23 07:30:00,54.9729,54.97789999999999,55.2275,54.778,7932.703
2024-03-23 07:45:00,54.97789999999999,55.080975,55.1143,54.718,8649.363
2024-03-23 08:00:00,55.080975,54.793675,55.3186,54.793675,11609.894
2024-03-23 08:15:00,54.793675,54.69795,55.1629,54.4313,15412.567
2024-03-23 08:30:00,54.69795,54.699125,54.9254,54.4689,5462.645
2024-03-23 08:45:00,54.699125,54.4283,54.8364,54.4283,3708.725
2024-03-23 09:00:00,54.4283,54.4691,54.7211,54.1414,4890.587
2024-03-23 09:15:00,54.4691,54.569825,54.7908,54.1623,6542.333
2024-03-23 09:30:00,54.569825,54.4498,54.7509,54.3217,3569.543
2024-03-23 09:45:00,54.4498,54.506350000000005,54.6256,54.1029,4245.567
2024-03-23 10:00:00,54.506350000000005,54.5408,54.749,54.3329,3502.303
2024-03-23 10:15:00,54.5408,54.703175,54.775,54.2941,3702.724
2024-03-23 10:30:00,54.703175,54.569675,54.888,54.4215,3088.126
2024-03-23 10:45:00,54.569675,54.467625,54.8161,54.3164,5106.62
2024-03-23 11:00:00,54.467625,54.546875,54.675,54.2797,3009.412
2024-03-23 11:15:00,54.546875,54.482875,54.6405,54.4137,2519.814
2024-03-23 11:30:00,54.482875,54.50165,54.6428,54.2715,4469.609
2024-03-23 11:45:00,54.50165,54.745175,54.745175,54.3124,6090.243
2024-03-23 12:00:00,54.745175,54.925825,54.9873,54.5421,5435.595
2024-03-23 12:15:00,54.925825,55.0493,55.1121,54.7116,3834.258
2024-03-23 12:30:00,55.0493,55.10665,55.211,54.8993,4403.858
2024-03-23 12:45:00,55.10665,55.032375,55.3188,55.0122,7839.497
2024-03-23 13:00:00,55.032375,55.11555,55.2544,54.7474,2935.307
2024-03-23 13:15:00,55.11555,55.202025,55.3544,54.9197,2510.868
2024-03-23 13:30:00,55.202025,55.61135,55.61135,54.8014,10733.346
2024-03-23 13:45:00,55.61135,55.5549,55.9298,55.3577,13991.27
2024-03-23 14:00:00,55.5549,55.2057,55.9778,55.1517,17307.824
2024-03-23 14:15:00,55.2057,55.260925,55.3361,54.986,4504.301
2024-03-23 14:30:00,55.260925,55.150225000000006,55.7476,55.0122,13319.97
2024-03-23 14:45:00,55.150225000000006,54.908225,55.3716,54.908225,4544.299
2024-03-23 15:00:00,54.908225,54.61625,55.1665,54.61625,5602.739
2024-03-23 15:15:00,54.61625,54.59575,54.7992,54.4305,4131.471
2024-03-23 15:30:00,54.59575,54.754675,54.754675,54.4969,1685.258
2024-03-23 15:45:00,54.754675,54.653175000000005,54.9568,54.6005,2745.897
2024-03-23 16:00:00,54.653175000000005,54.67025,54.8108,54.3716,2643.252
2024-03-23 16:15:00,54.67025,54.890525,54.890525,54.5631,2432.465
2024-03-23 16:30:00,54.890525,55.09145,55.1593,54.6482,7008.984
2024-03-23 16:45:00,55.09145,55.045425,55.3012,54.9464,5803.932
2024-03-23 17:00:00,55.045425,54.96265,55.1722,54.9208,4807.198
2024-03-23 17:15:00,54.96265,55.0626,55.0919,54.7334,4571.071
2024-03-23 17:30:00,55.0626,55.07057499999999,55.322,54.9484,3034.019
2024-03-23 17:45:00,55.07057499999999,55.08555,55.1788,54.9815,3125.373
2024-03-23 18:00:00,55.08555,55.04729999999999,55.1697,54.9236,2329.776
2024-03-23 18:15:00,55.04729999999999,54.930725,55.1585,54.930725,1339.641
2024-03-23 18:30:00,54.930725,54.96062500000001,55.0204,54.8332,6759.659
2024-03-23 18:45:00,54.96062500000001,54.9806,55.0525,54.901,1478.906
2024-03-23 19:00:00,54.9806,54.931225,55.1112,54.9043,1585.96
2024-03-23 19:15:00,54.931225,54.798875,55.0803,54.798875,2332.928
2024-03-23 19:30:00,54.798875,54.79155,54.9357,54.6782,3526.766
2024-03-23 19:45:00,54.79155,54.67495,54.9873,54.67495,1156.33
2024-03-23 20:00:00,54.67495,54.566775,54.8059,54.4992,2404.599
2024-03-23 20:15:00,54.566775,54.485675,54.7107,54.3977,1527.682
2024-03-23 20:30:00,54.485675,54.333425000000005,54.6186,54.333425000000005,2417.738
2024-03-23 20:45:00,54.333425000000005,54.13425,54.4626,54.13425,1826.072
2024-03-23 21:00:00,54.13425,53.979400000000005,54.2299,53.9628,4131.758
2024-03-23 21:15:00,53.979400000000005,53.92535,54.1884,53.7997,1221.224
2024-03-23 21:30:00,53.92535,53.977525,54.0409,53.8151,1424.685
2024-03-23 21:45:00,53.977525,53.957550000000005,54.0329,53.9135,445.665
2024-03-23 22:00:00,53.957550000000005,53.9429,54.0496,53.92,690.711
2024-03-23 22:15:00,53.9429,54.0706,54.0706,53.8186,11791.398
2024-03-23 22:30:00,54.0706,54.02495,54.2715,53.9936,3165.545
2024-03-23 22:45:00,54.02495,53.906275,54.1607,53.906275,1570.981
2024-03-23 23:00:00,53.906275,53.788625,54.0116,53.7488,3168.421
2024-03-23 23:15:00,53.788625,53.607675,54.0007,53.607675,2375.416
2024-03-23 23:30:00,53.607675,53.48195,53.6901,53.48195,2584.732
2024-03-23 23:45:00,53.48195,53.5848,53.6561,53.2622,5490.792
2024-03-24 00:00:00,53.5848,53.775325,53.9265,53.3086,3120.538
2024-03-24 00:15:00,53.775325,54.01235,54.01235,53.6063,4168.507
2024-03-24 00:30:00,54.01235,54.162925,54.2401,53.8358,4864.418
2024-03-24 00:45:00,54.162925,54.153225,54.3329,54.02,1260.291
2024-03-24 01:00:00,54.153225,54.001475,54.2866,54.001475,1112.872
2024-03-24 01:15:00,54.001475,53.89125,54.1498,53.7258,2595.999
2024-03-24 01:30:00,53.89125,53.8856,54.0214,53.7207,1039.719
2024-03-24 01:45:00,53.8856,53.863275,54.0062,53.7944,1230.888
2024-03-24 02:00:00,53.863275,53.7846,53.9525,53.7051,2229.617
2024-03-24 02:15:00,53.7846,53.853100000000005,53.8739,53.6252,1881.035
2024-03-24 02:30:00,53.853100000000005,53.971775,54.0108,53.6429,1105.005
2024-03-24 02:45:00,53.971775,53.66585,54.0518,53.66585,2595.374
2024-03-24 03:00:00,53.66585,53.485775,54.0413,53.314,3894.633
2024-03-24 03:15:00,53.485775,53.5108,53.6626,53.314,1820.363
2024-03-24 03:30:00,53.5108,53.336425000000006,53.6525,53.3353,1634.22
2024-03-24 03:45:00,53.336425000000006,53.33165,53.5313,53.2,1780.127
2024-03-24 04:00:00,53.33165,53.287125,53.5132,53.146,1257.157
2024-03-24 04:15:00,53.287125,53.251450000000006,53.4559,53.0664,1693.018
2024-03-24 04:30:00,53.251450000000006,53.315725,53.3949,53.1002,2676.29
2024-03-24 04:45:00,53.315725,53.305975,53.4254,53.0895,2232.113
2024-03-24 05:00:00,53.305975,53.276625,53.4657,53.146,1995.541
