Date,Close,Open,High,Low,Volume
2024-03-13 09:00:00,20.8766,20.8197,20.9831,20.8111,58983.07
2024-03-13 10:00:00,20.8197,20.788875,20.8724,20.663,28834.74
2024-03-13 11:00:00,20.788875,20.661725,20.8765,20.661725,23743.43
2024-03-13 12:00:00,20.661725,20.493925,20.7432,20.493925,32166.916
2024-03-13 13:00:00,20.493925,20.37505,20.7433,20.2,42141.338
2024-03-13 14:00:00,20.37505,20.3512,20.5608,20.2183,31448.317
2024-03-13 15:00:00,20.3512,20.382,20.4854,20.2141,39328.794
2024-03-13 16:00:00,20.382,20.371725,20.4676,20.2737,26046.769
2024-03-13 17:00:00,20.371725,20.479625,20.479625,20.2921,21067.983
2024-03-13 18:00:00,20.479625,20.416975,20.85,20.2827,38937.666
2024-03-13 19:00:00,20.416975,20.3595,20.474,20.3157,11938.299
2024-03-13 20:00:00,20.3595,20.401075,20.4612,20.2546,18348.145
2024-03-13 21:00:00,20.401075,20.54025,20.54025,20.2903,10264.223
2024-03-13 22:00:00,20.54025,20.668575,20.668575,20.4807,17797.002
2024-03-13 23:00:00,20.668575,20.69175,20.8093,20.5562,37859.124
2024-03-14 00:00:00,20.69175,20.691875,20.8023,20.6044,22589.003
2024-03-14 01:00:00,20.691875,20.725275,20.8175,20.5381,24622.76
2024-03-14 02:00:00,20.725275,20.629825,20.8148,20.6286,19975.89
2024-03-14 03:00:00,20.629825,20.483925,20.6839,20.483925,24339.324
2024-03-14 04:00:00,20.483925,20.414375,20.6374,20.3112,17639.425
2024-03-14 05:00:00,20.414375,20.453875,20.5131,20.3149,10032.344
2024-03-14 06:00:00,20.453875,20.438375,20.5381,20.3714,8449.729
2024-03-14 07:00:00,20.438375,20.6251,20.6251,20.35,13317.789
2024-03-14 08:00:00,20.6251,20.944275,20.944275,20.4394,27525.59
2024-03-14 09:00:00,20.944275,21.282625,21.282625,20.7335,51151.726
2024-03-14 10:00:00,21.282625,21.36485,21.6358,21.1058,150307.953
2024-03-14 11:00:00,21.36485,21.656125,21.656125,20.9288,71704.619
2024-03-14 12:00:00,21.656125,21.234225,21.9499,21.234225,98685.6
2024-03-14 13:00:00,21.234225,21.004375,21.6175,20.7436,135764.348
2024-03-14 14:00:00,21.004375,20.7302,21.317,20.7302,76595.827
2024-03-14 15:00:00,20.7302,20.783150000000003,21.0272,20.4353,64086.02
2024-03-14 16:00:00,20.783150000000003,21.21095,21.21095,20.385,79055.604
2024-03-14 17:00:00,21.21095,20.9789,21.4665,20.9334,64318.292
2024-03-14 18:00:00,20.9789,20.387875,21.368,20.387875,67805.331
2024-03-14 19:00:00,20.387875,20.6704,20.7414,19.8608,138611.781
2024-03-14 20:00:00,20.6704,21.105,21.1237,20.2196,74316.607
2024-03-14 21:00:00,21.105,21.183725,21.2962,20.857,51933.921
2024-03-14 22:00:00,21.183725,21.00565,21.3046,21.00565,20251.718
2024-03-14 23:00:00,21.00565,20.83655,21.1318,20.83655,16258.881
2024-03-15 00:00:00,20.83655,20.69435,20.999,20.69435,24627.583
2024-03-15 01:00:00,20.69435,20.1228,20.7893,20.1228,19634.789
2024-03-15 02:00:00,20.1228,19.507575,20.6184,19.4649,79021.72
2024-03-15 03:00:00,19.507575,19.391275,19.9371,18.729,153641.653
2024-03-15 04:00:00,19.391275,19.28695,19.6171,19.1208,46832.716
2024-03-15 05:00:00,19.28695,19.435025,19.4845,19.161,46857.407
2024-03-15 06:00:00,19.435025,19.5941,19.6415,19.238,24162.387
2024-03-15 07:00:00,19.5941,19.243675,19.7221,19.243675,32130.364
2024-03-15 08:00:00,19.243675,19.0202,19.5842,18.89,62209.868
2024-03-15 09:00:00,19.0202,19.278775000000003,19.3679,18.428,119909.744
2024-03-15 10:00:00,19.278775000000003,19.151975,19.4053,19.151975,26739.044
2024-03-15 11:00:00,19.151975,19.280025,19.3278,18.8485,113246.112
2024-03-15 12:00:00,19.280025,19.39785,19.399,19.1442,43414.059
2024-03-15 13:00:00,19.39785,19.503725,19.5763,19.176,61054.726
2024-03-15 14:00:00,19.503725,19.4816,19.5905,19.3228,50162.587
2024-03-15 15:00:00,19.4816,19.36095,19.6056,19.3421,36487.256
2024-03-15 16:00:00,19.36095,19.3105,19.5141,19.2061,51020.128
2024-03-15 17:00:00,19.3105,19.552775,19.552775,19.1925,34590.733
2024-03-15 18:00:00,19.552775,19.56545,19.784,19.3111,99519.606
2024-03-15 19:00:00,19.56545,19.197375,19.8608,19.197375,74789.049
2024-03-15 20:00:00,19.197375,19.1781,19.3855,18.9738,73814.13
2024-03-15 21:00:00,19.1781,19.430525,19.430525,19.0376,11638.398
2024-03-15 22:00:00,19.430525,19.581875,19.5835,19.2704,36091.348
2024-03-15 23:00:00,19.581875,19.651325,19.6611,19.4676,17447.825
2024-03-16 00:00:00,19.651325,19.6872,19.7654,19.5882,35178.591
2024-03-16 01:00:00,19.6872,19.5594,19.8296,19.5594,44868.404
2024-03-16 02:00:00,19.5594,19.4322,19.6924,19.4031,47865.504
2024-03-16 03:00:00,19.4322,19.385325,19.5304,19.3462,50671.274
2024-03-16 04:00:00,19.385325,19.29625,19.4604,19.2957,31630.922
2024-03-16 05:00:00,19.29625,19.3273,19.3949,19.1212,45331.399
2024-03-16 06:00:00,19.3273,19.484375,19.484375,19.2124,38806.056
2024-03-16 07:00:00,19.484375,19.575075,19.6228,19.3343,23663.247
2024-03-16 08:00:00,19.575075,19.491100000000003,19.6504,19.491100000000003,23137.484
2024-03-16 09:00:00,19.491100000000003,19.4562,19.5942,19.3913,22467.515
