Date,Close,Open,High,Low,Volume
2024-03-24 19:40:00,0.8474380000000001,0.846258488458287,0.84834,0.846192,6579.84
2024-03-24 19:45:00,0.8475944999999999,0.8468482442291436,0.84831,0.846847,5591.01
2024-03-24 19:50:00,0.84733875,0.8472213721145718,0.84771,0.846819,5240.85
2024-03-24 19:55:00,0.84719525,0.8472800610572859,0.847711,0.846607,7926.77
2024-03-24 20:00:00,0.8468675,0.8472376555286429,0.84791,0.845739,10210.8
2024-03-24 20:05:00,0.8462919999999999,0.8470525777643214,0.8470525777643214,0.845662,7172.98
2024-03-24 20:10:00,0.8482005,0.8466722888821607,0.850735,0.845989,12407.99
2024-03-24 20:15:00,0.849953,0.8474363944410803,0.850436,0.8474363944410803,7880.54
2024-03-24 20:20:00,0.85116925,0.8486946972205401,0.852568,0.8486946972205401,8914.16
2024-03-24 20:25:00,0.85203125,0.8499319736102701,0.853111,0.8499319736102701,10660.62
2024-03-24 20:30:00,0.85239525,0.850981611805135,0.85281,0.850981611805135,10205.59
2024-03-24 20:35:00,0.8519635000000001,0.8516884309025675,0.85331,0.85061,10689.13
2024-03-24 20:40:00,0.8520335,0.8518259654512839,0.852811,0.851256,15632.5
2024-03-24 20:45:00,0.8526212499999999,0.8519297327256419,0.85351,0.850856,10189.82
2024-03-24 20:50:00,0.85248975,0.8522754913628209,0.853557,0.851115,11477.4
2024-03-24 20:55:00,0.851667,0.8523826206814105,0.8523826206814105,0.850961,5203.29
2024-03-24 21:00:00,0.8517555,0.8520248103407052,0.852672,0.851189,10704.7
2024-03-24 21:05:00,0.85193975,0.8518901551703526,0.85261,0.851119,11543.31
2024-03-24 21:10:00,0.85385325,0.8519149525851764,0.85581,0.8519149525851764,14204.29
2024-03-24 21:15:00,0.8564732499999999,0.8528841012925882,0.858455,0.8528841012925882,19976.34
2024-03-24 21:20:00,0.8567132500000001,0.8546786756462941,0.859311,0.8546786756462941,16382.92
2024-03-24 21:25:00,0.85624425,0.8556959628231471,0.857404,0.854914,6647.09
2024-03-24 21:30:00,0.85823575,0.8559701064115736,0.859411,0.8559701064115736,11383.54
2024-03-24 21:35:00,0.85953075,0.8571029282057867,0.860837,0.8571029282057867,13702.93
2024-03-24 21:40:00,0.8614279999999999,0.8583168391028934,0.863273,0.8583168391028934,21148.73
2024-03-24 21:45:00,0.8623149999999999,0.8598724195514467,0.863051,0.8598724195514467,8085.13
