Date,Open,High,Low,Close,Volume
2024-02-16 17:30:00,51972.69,52015.01,51807.2,52015.01,190.905546
2024-02-16 18:00:00,52015.01,52035.74,51822.79,51930.63,217.120842
2024-02-16 18:30:00,51930.63,52039.65,51826.41,51971.7,152.426212
2024-02-16 19:00:00,51971.7,52035.37,51870.15,51894.6,149.344379
2024-02-16 19:30:00,51894.6,51919.47,51652.59,51754.45,297.618638
2024-02-16 20:00:00,51754.45,51872.8,51685.31,51773.89,258.964034
2024-02-16 20:30:00,51773.89,51899.89,51756.01,51836.99,184.676882
2024-02-16 21:00:00,51836.99,51910.0,51758.0,51903.3,122.1871
2024-02-16 21:30:00,51903.3,52009.49,51894.01,51981.95,102.045921
2024-02-16 22:00:00,51981.95,51996.13,51888.25,51904.01,73.017292
2024-02-16 22:30:00,51904.01,51994.0,51900.44,51982.61,44.980785
2024-02-16 23:00:00,51982.61,52110.94,51956.05,52099.99,122.762195
2024-02-16 23:30:00,52099.99,52220.0,52066.13,52124.0,155.271642
2024-02-17 00:00:00,52124.0,52164.64,52066.25,52075.99,113.463893
2024-02-17 00:30:00,52075.99,52112.0,52006.04,52008.11,79.421006
2024-02-17 01:00:00,52008.11,52028.77,51910.57,51933.06,100.668715
2024-02-17 01:30:00,51933.06,51980.69,51846.45,51972.01,107.755943
2024-02-17 02:00:00,51972.01,52019.36,51925.0,51956.39,69.238287
2024-02-17 02:30:00,51956.39,51961.94,51884.0,51939.31,53.599185
2024-02-17 03:00:00,51939.31,51973.95,51892.91,51894.0,80.352508
2024-02-17 03:30:00,51894.0,51971.89,51893.99,51969.99,57.35966
2024-02-17 04:00:00,51969.99,51997.79,51928.85,51982.67,67.67978
2024-02-17 04:30:00,51982.67,52057.3,51982.67,52013.97,80.641439
2024-02-17 05:00:00,52013.97,52014.52,51791.25,51871.98,115.582169
2024-02-17 05:30:00,51871.98,51920.49,51830.43,51919.47,50.142177
2024-02-17 06:00:00,51919.47,51951.62,51886.5,51915.6,57.940699
2024-02-17 06:30:00,51915.6,51950.0,51886.12,51924.78,39.936964
2024-02-17 07:00:00,51924.78,51960.56,51912.81,51941.16,43.060501
2024-02-17 07:30:00,51941.16,51963.24,51907.03,51910.65,38.241652
2024-02-17 08:00:00,51910.65,51910.65,51800.01,51806.01,87.83399
2024-02-17 08:30:00,51806.01,51832.0,51708.01,51736.51,112.775576
2024-02-17 09:00:00,51736.51,51791.62,51650.73,51732.87,169.542441
2024-02-17 09:30:00,51732.87,51797.9,51677.05,51677.05,104.90684
2024-02-17 10:00:00,51677.05,51699.44,51500.0,51583.96,340.270282
2024-02-17 10:30:00,51583.96,51730.0,51570.01,51724.26,123.690547
2024-02-17 11:00:00,51724.26,51758.0,51682.02,51714.02,164.173689
2024-02-17 11:30:00,51714.02,51802.12,51674.57,51694.25,89.520082
2024-02-17 12:00:00,51694.25,51708.56,51631.37,51632.01,110.807215
2024-02-17 12:30:00,51632.01,51736.98,51558.37,51712.12,110.207345
2024-02-17 13:00:00,51712.12,51716.0,51324.0,51380.6,296.698445
2024-02-17 13:30:00,51380.6,51451.87,51092.84,51184.24,939.650858
2024-02-17 14:00:00,51184.24,51331.84,51162.23,51203.61,267.976613
2024-02-17 14:30:00,51203.61,51218.58,50619.39,50841.56,1474.115034
2024-02-17 15:00:00,50841.56,50991.06,50640.01,50987.45,436.217105
2024-02-17 15:30:00,50987.45,51176.07,50940.16,50985.21,336.015307
2024-02-17 16:00:00,50985.21,50985.21,50736.61,50823.82,217.149251
2024-02-17 16:30:00,50823.82,51025.0,50755.47,50948.01,165.327842
2024-02-17 17:00:00,50948.01,51235.99,50943.1,51076.12,283.311746
2024-02-17 17:30:00,51076.12,51265.24,51056.0,51212.02,139.589033
2024-02-17 18:00:00,51212.02,51264.0,51140.01,51261.72,113.129562
2024-02-17 18:30:00,51261.72,51294.87,51212.31,51263.28,102.540658
2024-02-17 19:00:00,51263.28,51436.62,51228.0,51413.11,150.715628
2024-02-17 19:30:00,51413.11,51445.99,51350.01,51397.59,85.461302
2024-02-17 20:00:00,51397.59,51428.21,51301.81,51384.35,72.377402
2024-02-17 20:30:00,51384.35,51561.89,51370.0,51514.2,155.870585
2024-02-17 21:00:00,51514.2,51926.79,51445.64,51846.92,437.000948
2024-02-17 21:30:00,51846.92,52049.16,51707.0,51802.7,406.564944
2024-02-17 22:00:00,51802.7,51878.48,51687.59,51790.7,229.125683
2024-02-17 22:30:00,51790.7,51850.64,51590.02,51712.82,106.447786
2024-02-17 23:00:00,51712.82,51712.82,51597.76,51639.62,115.344069
2024-02-17 23:30:00,51639.62,51740.41,51620.73,51647.99,117.691374
2024-02-18 00:00:00,51647.99,51767.99,51614.02,51635.54,95.745512
2024-02-18 00:30:00,51635.54,51687.44,51550.0,51680.0,114.995768
2024-02-18 01:00:00,51680.0,51803.33,51672.62,51700.0,139.487096
2024-02-18 01:30:00,51700.0,51740.75,51480.43,51531.1,149.478587
2024-02-18 02:00:00,51531.1,51551.99,51339.08,51498.24,124.542714
2024-02-18 02:30:00,51498.24,51523.86,51157.01,51274.02,221.758226
2024-02-18 03:00:00,51274.02,51402.89,51253.01,51366.04,113.256621
2024-02-18 03:30:00,51366.04,51479.42,51352.12,51479.42,106.974804
2024-02-18 04:00:00,51479.42,51640.0,51474.93,51614.65,103.794023
2024-02-18 04:30:00,51614.65,51617.99,51521.53,51563.98,71.068761
2024-02-18 05:00:00,51563.98,51645.71,51540.43,51618.01,94.697132
2024-02-18 05:30:00,51618.01,51687.44,51594.62,51653.38,69.182586
2024-02-18 06:00:00,51653.38,51697.32,51562.0,51566.89,60.821495
2024-02-18 06:30:00,51566.89,51598.76,51402.0,51511.71,97.533184
2024-02-18 07:00:00,51511.71,51746.69,51446.28,51667.99,125.739914
2024-02-18 07:30:00,51667.99,51742.45,51636.53,51669.75,101.212071
2024-02-18 08:00:00,51669.75,51734.0,51642.0,51684.0,105.604139
2024-02-18 08:30:00,51684.0,51799.6,51683.99,51788.42,103.349349
2024-02-18 09:00:00,51788.42,51997.71,51781.75,51854.0,226.890589
2024-02-18 09:30:00,51854.0,51977.8,51815.39,51977.8,103.442639
2024-02-18 10:00:00,51977.8,52071.86,51856.16,51856.16,181.325295
2024-02-18 10:30:00,51856.16,51881.71,51793.99,51831.2,104.969587
2024-02-18 11:00:00,51831.2,51831.2,51663.8,51748.81,146.700176
2024-02-18 11:30:00,51748.81,51834.84,51723.9,51826.58,65.734355
2024-02-18 12:00:00,51826.58,51864.45,51788.0,51825.62,84.880746
2024-02-18 12:30:00,51825.62,51825.62,51536.64,51556.03,157.695851
2024-02-18 13:00:00,51556.03,51658.36,51540.01,51616.78,126.027069
2024-02-18 13:30:00,51616.78,51692.0,51559.31,51624.0,91.038754
2024-02-18 14:00:00,51624.0,51748.44,51624.0,51682.57,77.975584
2024-02-18 14:30:00,51682.57,51948.0,51678.63,51884.2,186.549448
2024-02-18 15:00:00,51884.2,51893.25,51766.6,51787.6,102.102319
2024-02-18 15:30:00,51787.6,51849.99,51732.12,51780.01,75.432427
2024-02-18 16:00:00,51780.01,51823.76,51653.6,51735.05,79.086763
2024-02-18 16:30:00,51735.05,51881.77,51716.0,51836.59,163.819753
2024-02-18 17:00:00,51836.59,51952.0,51822.01,51920.07,108.067335
2024-02-18 17:30:00,51920.07,51980.0,51786.88,51838.0,115.718044
2024-02-18 18:00:00,51838.0,51838.01,51718.34,51722.49,81.317441
2024-02-18 18:30:00,51722.49,51807.6,51651.02,51794.0,106.985128
2024-02-18 19:00:00,51794.0,51825.75,51701.09,51824.76,70.487182
2024-02-18 19:30:00,51824.76,51872.44,51757.97,51757.97,64.193911
2024-02-18 20:00:00,51757.97,51772.14,51588.23,51660.55,124.839214
2024-02-18 20:30:00,51660.55,51786.72,51660.55,51781.99,75.452183
2024-02-18 21:00:00,51781.99,51818.0,51755.8,51818.0,42.615769
2024-02-18 21:30:00,51818.0,51921.99,51779.99,51860.49,98.678495
2024-02-18 22:00:00,51860.49,52369.42,51825.07,52209.0,442.540993
2024-02-18 22:30:00,52209.0,52387.56,52073.06,52240.32,167.254764
2024-02-18 23:00:00,52240.32,52354.45,52127.12,52128.93,324.519901
2024-02-18 23:30:00,52128.93,52137.0,51973.08,52137.0,192.105494
2024-02-19 00:00:00,52137.0,52276.0,52101.32,52199.9,170.889478
2024-02-19 00:30:00,52199.9,52439.99,52131.98,52184.37,292.020045
2024-02-19 01:00:00,52184.37,52185.99,52037.76,52037.76,131.702169
2024-02-19 01:30:00,52037.76,52101.91,51896.0,52092.06,139.993437
2024-02-19 02:00:00,52092.06,52178.15,52088.24,52140.78,104.236742
2024-02-19 02:30:00,52140.78,52211.55,52110.0,52149.91,88.627328
2024-02-19 03:00:00,52149.91,52162.0,52035.2,52061.63,74.234489
2024-02-19 03:30:00,52061.63,52066.1,51984.0,52066.09,143.466653
2024-02-19 04:00:00,52066.09,52174.15,52020.03,52160.52,71.603037
2024-02-19 04:30:00,52160.52,52224.75,52072.1,52103.9,90.204382
2024-02-19 05:00:00,52103.9,52126.0,52028.0,52068.7,38.831239
2024-02-19 05:30:00,52068.7,52154.47,51990.9,52129.99,96.536675
2024-02-19 06:00:00,52129.99,52457.99,52129.99,52416.0,308.938415
2024-02-19 06:30:00,52416.0,52471.99,52244.29,52387.29,154.69276
2024-02-19 07:00:00,52387.29,52488.92,52297.27,52465.49,154.373137
2024-02-19 07:30:00,52465.49,52489.52,52356.5,52395.72,119.492608
2024-02-19 08:00:00,52395.72,52411.99,52262.44,52291.0,122.260433
2024-02-19 08:30:00,52291.0,52291.01,52066.0,52099.1,179.155679
2024-02-19 09:00:00,52099.1,52357.99,52099.1,52301.21,141.322806
2024-02-19 09:30:00,52301.21,52361.29,52242.05,52258.01,135.090954
2024-02-19 10:00:00,52258.01,52398.3,52155.8,52208.26,222.981946
2024-02-19 10:30:00,52208.26,52455.99,52202.3,52349.77,185.900696
2024-02-19 11:00:00,52349.77,52415.51,52283.48,52379.21,113.955566
2024-02-19 11:30:00,52379.21,52423.2,52303.84,52340.14,133.713708
2024-02-19 12:00:00,52340.14,52392.06,52230.31,52344.01,204.293519
2024-02-19 12:30:00,52344.01,52456.42,52255.7,52270.65,186.778227
2024-02-19 13:00:00,52270.65,52374.75,52224.16,52271.47,233.207922
2024-02-19 13:30:00,52271.47,52274.01,52116.7,52153.07,205.59498
2024-02-19 14:00:00,52153.07,52203.0,52029.0,52080.01,205.571154
2024-02-19 14:30:00,52080.01,52193.49,52039.19,52098.0,142.752303
2024-02-19 15:00:00,52098.0,52348.89,52071.96,52276.97,184.470802
2024-02-19 15:30:00,52276.97,52279.98,52026.82,52131.31,211.757094
2024-02-19 16:00:00,52131.31,52175.69,52058.31,52106.0,144.919605
2024-02-19 16:30:00,52106.0,52230.0,51689.04,51777.99,547.55889
2024-02-19 17:00:00,51777.99,52131.87,51686.95,52102.96,371.465282
2024-02-19 17:30:00,52102.96,52208.97,52017.07,52149.3,221.261782
2024-02-19 18:00:00,52149.3,52200.03,52052.74,52080.36,149.698318
2024-02-19 18:30:00,52080.36,52121.53,51913.58,51924.71,215.776291
2024-02-19 19:00:00,51924.71,51935.9,51777.76,51830.43,158.438707
2024-02-19 19:30:00,51830.43,51911.23,51785.08,51821.36,141.41728
2024-02-19 20:00:00,51821.36,51914.82,51760.01,51899.1,115.045605
2024-02-19 20:30:00,51899.1,51932.01,51782.01,51799.71,83.884412
2024-02-19 21:00:00,51799.71,51900.4,51766.2,51803.58,92.700916
2024-02-19 21:30:00,51803.58,51923.0,51702.0,51902.3,144.006402
2024-02-19 22:00:00,51902.3,52114.25,51866.72,51943.57,212.387249
2024-02-19 22:30:00,51943.57,52001.68,51870.53,51935.2,62.810992
2024-02-19 23:00:00,51935.2,52011.49,51797.58,51826.65,159.664317
2024-02-19 23:30:00,51826.65,51828.46,51701.1,51777.05,162.421189
2024-02-20 00:00:00,51777.05,51831.08,51720.23,51802.0,155.682601
2024-02-20 00:30:00,51802.0,51827.0,51500.0,51635.26,579.7917
2024-02-20 01:00:00,51635.26,51717.82,51302.29,51438.96,457.30515
2024-02-20 01:30:00,51438.96,51666.52,51400.19,51629.17,253.093964
2024-02-20 02:00:00,51629.17,51700.63,51598.62,51639.99,159.524779
2024-02-20 02:30:00,51639.99,51759.99,51550.0,51713.61,147.311882
2024-02-20 03:00:00,51713.61,51796.92,51603.69,51662.66,104.376113
2024-02-20 03:30:00,51662.66,51728.0,51572.65,51579.53,153.145916
2024-02-20 04:00:00,51579.53,51766.28,51512.43,51734.01,203.120954
2024-02-20 04:30:00,51734.01,51819.9,51723.63,51788.71,114.710547
2024-02-20 05:00:00,51788.71,51984.99,51752.0,51917.65,211.946467
2024-02-20 05:30:00,51917.65,51987.5,51902.0,51910.28,119.623063
2024-02-20 06:00:00,51910.28,52032.0,51898.01,51945.99,143.719704
2024-02-20 06:30:00,51945.99,52049.69,51917.08,51950.0,136.952866
2024-02-20 07:00:00,51950.0,51974.0,51904.01,51961.6,112.015238
2024-02-20 07:30:00,51961.6,51967.45,51800.0,51842.0,224.601649
2024-02-20 08:00:00,51842.0,51889.16,51584.01,51722.0,226.175376
2024-02-20 08:30:00,51722.0,51843.99,51721.99,51776.68,136.385196
2024-02-20 09:00:00,51776.68,51829.45,51555.88,51612.78,277.688507
2024-02-20 09:30:00,51612.78,51794.71,51565.57,51764.92,405.090073
2024-02-20 10:00:00,51764.92,52016.24,51764.91,52009.7,316.965979
2024-02-20 10:30:00,52009.7,52128.77,52007.45,52125.87,281.365956
2024-02-20 11:00:00,52125.87,52390.0,52125.87,52360.0,598.356617
2024-02-20 11:30:00,52360.0,52386.95,52234.88,52293.0,235.853137
2024-02-20 12:00:00,52293.0,52407.69,52288.0,52305.5,191.870713
2024-02-20 12:30:00,52305.5,52344.88,52134.67,52182.78,200.230196
2024-02-20 13:00:00,52182.78,52377.68,52144.0,52292.84,187.624188
2024-02-20 13:30:00,52292.84,53002.58,52292.84,52838.44,1327.391106
2024-02-20 14:00:00,52838.44,52861.47,51997.54,52272.4,1299.407303
2024-02-20 14:30:00,52272.4,52351.0,51756.05,52044.0,1060.775595
2024-02-20 15:00:00,52044.0,52083.66,51420.6,51492.76,964.248135
2024-02-20 15:30:00,51492.76,51749.81,51354.06,51678.0,937.776386
2024-02-20 16:00:00,51678.0,51799.03,51585.6,51739.33,292.591828
2024-02-20 16:30:00,51739.33,51770.93,51368.6,51398.0,330.125274
2024-02-20 17:00:00,51398.0,51399.97,50750.01,50964.42,1072.522912
2024-02-20 17:30:00,50964.42,51330.51,50954.88,51326.35,386.242613
2024-02-20 18:00:00,51326.35,51444.37,51240.43,51380.09,275.685768
2024-02-20 18:30:00,51380.09,51547.84,51311.41,51511.85,166.509647
2024-02-20 19:00:00,51511.85,51731.99,51436.53,51726.77,196.700054
2024-02-20 19:30:00,51726.77,52136.23,51702.0,52102.97,495.593748
2024-02-20 20:00:00,52102.97,52103.67,51955.05,52065.78,242.783657
2024-02-20 20:30:00,52065.78,52212.5,51974.43,51991.99,353.509615
2024-02-20 21:00:00,51991.99,52020.0,51975.09,51975.09,22.972469
